========================================================================
                               Performance                              
========================================================================
Layer ID    Name                                         Time(us)
187         convolution.relu.pooling.layer2_2            496
172         activation.layer_3                           736
171         convolution.relu.pooling.layer2_2            1194
156         activation.layer_3                           370
142         convolution.relu.pooling.layer2_2            250
129         activation.layer_3                           187
167         convolution.relu.pooling.layer2_2            250
154         activation.layer_3                           187
189         convolution.relu.pooling.layer2_2            99
185         activation.layer_3                           187
169         convolution.relu.pooling.layer2_2            211
155         activation.layer_3                           187
141         openvx.tensor_add                            1555
113         convolution.relu.pooling.layer2_2            251
103         activation.layer_3                           370
101         convolution.relu.pooling.layer2_2            477
90          activation.layer_3                           187
77          convolution.relu.pooling.layer2_2            73
73          activation.layer_3                           95
122         convolution.relu.pooling.layer2_2            73
109         activation.layer_3                           95
139         convolution.relu.pooling.layer2_2            52
127         activation.layer_3                           95
124         convolution.relu.pooling.layer2_2            122
110         activation.layer_3                           95
98          openvx.tensor_add                            777
126         convolution.relu.pooling.layer2_2            52
111         activation.layer_3                           95
99          convolution.relu.pooling.layer2_2            122
89          activation.layer_3                           95
88          openvx.tensor_add                            777
55          convolution.relu.pooling.layer2_2            99
41          activation.layer_3                           187
153         convolution.relu.pooling.layer2_2            401
151         activation.layer_3                           95
138         convolution.relu.pooling.layer2_2            40
136         activation.layer_3                           50
198         convolution.relu.pooling.layer2_2            40
193         activation.layer_3                           50
201         convolution.relu.pooling.layer2_2            29
197         activation.layer_3                           50
196         convolution.relu.pooling.layer2_2            94
194         activation.layer_3                           50
179         openvx.tensor_add                            388
192         convolution.relu.pooling.layer2_2            29
184         activation.layer_3                           50
183         convolution.relu.pooling.layer2_2            94
180         activation.layer_3                           50
162         openvx.tensor_add                            388
181         convolution.relu.pooling.layer2_2            29
165         activation.layer_3                           50
163         convolution.relu.pooling.layer2_2            94
150         activation.layer_3                           50
149         openvx.tensor_add                            388
120         convolution.relu.pooling.layer2_2            58
108         activation.layer_3                           95
160         convolution.relu.pooling.layer2_2            527
148         activation.layer_3                           50
145         convolution.relu.pooling.layer2_2            63
131         activation.layer_3                           27
173         convolution.relu.pooling.layer2_2            63
158         activation.layer_3                           27
191         convolution.relu.pooling.layer2_2            39
177         activation.layer_3                           27
175         convolution.relu.pooling.layer2_2            93
159         activation.layer_3                           27
144         openvx.tensor_add                            194
115         convolution.relu.pooling.layer2_2            91
104         activation.layer_3                           50
94          convolution.relu.pooling.layer2_2            63
91          activation.layer_3                           27
92          pooling.layer2                               532
83          pooling.layer2                               532
82          pooling.layer2                               532
78          convolution.relu.pooling.layer2_2            171
61          activation.layer_3                           50
45          convolution.relu.pooling.layer2_2            63
33          activation.layer_3                           27
119         tensorscale.layer                            439
96          convolution.relu.pooling.layer2_2            64
87          activation.layer_3                           50
147         convolution.relu.pooling.layer2_2            64
133         activation.layer_3                           50
132         convolution.relu.pooling.layer2_2            29
117         activation.layer_3                           50
105         convolution.relu.pooling.layer2_2            94
95          activation.layer_3                           50
84          convolution.relu.pooling.layer2_2            58
67          activation.layer_3                           95
50          convolution.relu.pooling.layer2_2            40
37          activation.layer_3                           50
54          tensorscale.layer                            439
28          convolution.relu.pooling.layer2_2            119
20          activation.layer_3                           95
86          convolution.relu.pooling.layer2_2            119
70          activation.layer_3                           95
69          convolution.relu.pooling.layer2_2            52
52          activation.layer_3                           95
38          convolution.relu.pooling.layer2_2            122
27          activation.layer_3                           95
13          convolution.relu.pooling.layer2_2            99
8           activation.layer_3                           187
5           convolution.relu.pooling.layer2_2            516
65          convolution.relu.pooling.layer2_2            262
49          activation.layer_3                           50
25          convolution.relu.pooling.layer2_2            40
18          activation.layer_3                           50
80          convolution.relu.pooling.layer2_2            40
64          activation.layer_3                           50
63          convolution.relu.pooling.layer2_2            29
47          activation.layer_3                           50
34          convolution.relu.pooling.layer2_2            94
24          activation.layer_3                           50
11          convolution.relu.pooling.layer2_2            58
7           activation.layer_3                           95
4           convolution.relu.pooling.layer2_2            142
59          convolution.relu.pooling.layer2_2            257
44          activation.layer_3                           27
22          convolution.relu.pooling.layer2_2            63
16          activation.layer_3                           27
74          convolution.relu.pooling.layer2_2            63
58          activation.layer_3                           27
57          convolution.relu.pooling.layer2_2            39
42          activation.layer_3                           27
30          convolution.relu.pooling.layer2_2            92
21          activation.layer_3                           27
9           convolution.relu.pooling.layer2_2            91
6           activation.layer_3                           50
3           convolution.relu.pooling.layer2_2            92
Total Time(us): 21093
FPS(600MHz): 35.56
FPS(800MHz): 47.41
Note: Time of each layer is converted according to 800MHz!
========================================================================
