========================================================================
                               Performance                              
========================================================================
Layer ID    Name                                         Time(us)
191         convolution.relu.pooling.layer2_2            448
189         activation.layer_3                           622
188         convolution.relu.pooling.layer2_2            685
172         activation.layer_3                           317
157         convolution.relu.pooling.layer2_2            213
144         activation.layer_3                           158
168         convolution.relu.pooling.layer2_2            213
155         activation.layer_3                           158
193         convolution.relu.pooling.layer2_2            86
186         activation.layer_3                           158
170         convolution.relu.pooling.layer2_2            190
156         activation.layer_3                           158
143         openvx.tensor_add                            1314
130         convolution.relu.pooling.layer2_2            215
115         activation.layer_3                           313
101         convolution.relu.pooling.layer2_2            686
90          activation.layer_3                           158
77          convolution.relu.pooling.layer2_2            184
73          activation.layer_3                           81
124         convolution.relu.pooling.layer2_2            184
111         activation.layer_3                           81
141         convolution.relu.pooling.layer2_2            105
129         activation.layer_3                           81
126         convolution.relu.pooling.layer2_2            123
112         activation.layer_3                           81
98          openvx.tensor_add                            657
128         convolution.relu.pooling.layer2_2            105
113         activation.layer_3                           81
99          convolution.relu.pooling.layer2_2            123
89          activation.layer_3                           81
88          openvx.tensor_add                            657
55          convolution.relu.pooling.layer2_2            211
41          activation.layer_3                           158
154         convolution.relu.pooling.layer2_2            683
152         activation.layer_3                           81
140         convolution.relu.pooling.layer2_2            73
138         activation.layer_3                           42
201         convolution.relu.pooling.layer2_2            73
194         activation.layer_3                           42
204         convolution.relu.pooling.layer2_2            45
200         activation.layer_3                           42
199         convolution.relu.pooling.layer2_2            122
195         activation.layer_3                           42
180         openvx.tensor_add                            328
197         convolution.relu.pooling.layer2_2            45
185         activation.layer_3                           42
184         convolution.relu.pooling.layer2_2            122
181         activation.layer_3                           42
163         openvx.tensor_add                            328
182         convolution.relu.pooling.layer2_2            45
166         activation.layer_3                           42
164         convolution.relu.pooling.layer2_2            122
151         activation.layer_3                           42
150         openvx.tensor_add                            328
122         convolution.relu.pooling.layer2_2            145
110         activation.layer_3                           81
161         convolution.relu.pooling.layer2_2            887
149         activation.layer_3                           42
146         convolution.relu.pooling.layer2_2            87
133         activation.layer_3                           23
174         convolution.relu.pooling.layer2_2            87
159         activation.layer_3                           23
192         convolution.relu.pooling.layer2_2            46
178         activation.layer_3                           23
176         convolution.relu.pooling.layer2_2            213
160         activation.layer_3                           23
145         openvx.tensor_add                            164
117         convolution.relu.pooling.layer2_2            171
106         activation.layer_3                           42
103         convolution.relu.pooling.layer2_2            87
91          activation.layer_3                           23
105         pooling.layer2_3                             23
92          pooling.layer2_3                             23
94          pooling.layer2_3                             23
93          pooling.layer2_3                             23
83          pooling.layer2_3                             23
82          pooling.layer2_3                             23
78          convolution.relu.pooling.layer2_2            336
61          activation.layer_3                           42
45          convolution.relu.pooling.layer2_2            87
33          activation.layer_3                           23
121         tensorscale.layer                            571
96          convolution.relu.pooling.layer2_2            141
87          activation.layer_3                           42
148         convolution.relu.pooling.layer2_2            141
135         activation.layer_3                           42
134         convolution.relu.pooling.layer2_2            45
119         activation.layer_3                           42
107         convolution.relu.pooling.layer2_2            122
95          activation.layer_3                           42
84          convolution.relu.pooling.layer2_2            145
67          activation.layer_3                           81
50          convolution.relu.pooling.layer2_2            73
37          activation.layer_3                           42
54          tensorscale.layer                            571
28          convolution.relu.pooling.layer2_2            340
20          activation.layer_3                           81
86          convolution.relu.pooling.layer2_2            340
70          activation.layer_3                           81
69          convolution.relu.pooling.layer2_2            105
52          activation.layer_3                           81
38          convolution.relu.pooling.layer2_2            122
27          activation.layer_3                           81
13          convolution.relu.pooling.layer2_2            211
8           activation.layer_3                           158
5           convolution.relu.pooling.layer2_2            306
65          convolution.relu.pooling.layer2_2            338
49          activation.layer_3                           42
25          convolution.relu.pooling.layer2_2            73
18          activation.layer_3                           42
80          convolution.relu.pooling.layer2_2            73
64          activation.layer_3                           42
63          convolution.relu.pooling.layer2_2            45
47          activation.layer_3                           42
34          convolution.relu.pooling.layer2_2            121
24          activation.layer_3                           42
11          convolution.relu.pooling.layer2_2            145
7           activation.layer_3                           81
4           convolution.relu.pooling.layer2_2            149
59          convolution.relu.pooling.layer2_2            436
44          activation.layer_3                           23
22          convolution.relu.pooling.layer2_2            87
16          activation.layer_3                           23
74          convolution.relu.pooling.layer2_2            87
58          activation.layer_3                           23
57          convolution.relu.pooling.layer2_2            46
42          activation.layer_3                           23
30          convolution.relu.pooling.layer2_2            210
21          activation.layer_3                           23
9           convolution.relu.pooling.layer2_2            171
6           activation.layer_3                           42
3           convolution.relu.pooling.layer2_2            93
Total Time(us): 21137
FPS(600MHz): 35.48
FPS(800MHz): 47.31
Note: Time of each layer is converted according to 800MHz!
========================================================================
